subject,body,sender,label
Security Alert: Password Expired,You are eligible for a tax refund. Submit your banking info now.,netflix@secure-mail.com,1
Reset your Netflix password,Your Amazon account will be locked unless you update your billing details.,admin@verification-alert.com,1
Class Schedule Update,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,team@company.com,0
Security Alert: Password Expired,You are eligible for a tax refund. Submit your banking info now.,taxrefund@gov-support.org,1
LinkedIn: You've got a new connection,You've got a new connection request from David on LinkedIn.,team@company.com,0
Thank you for your feedback,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",admin@university.edu,0
Verify your identity now!,Security Alert: We blocked a suspicious login. Click to secure your account.,apple@locked-portal.com,1
Flight Itinerary Confirmation,Your flight from New York to London has been confirmed. Check your itinerary.,service@netflix.com,0
Click here to claim your prize,Final warning: Failure to respond will result in account deactivation.,netflix@secure-mail.com,1
Thank you for your feedback,"Please note, your class schedule has been updated. Visit the portal to view changes.",noreply@google.com,0
Welcome to the team!,Your support ticket #12458 has been updated. Please review the response.,admin@university.edu,0
Thank you for your feedback,"Hi John,

Just a quick reminder about our sync today at 3 PM.

Thanks,
Sarah",noreply@google.com,0
You've won a $1000 gift card,We detected suspicious activity on your bank account. Confirm your details immediately.,apple@locked-portal.com,1
URGENT: Your Account Has Been Suspended,Security Alert: We blocked a suspicious login. Click to secure your account.,billing@amazon-check.com,1
Reset your Netflix password,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",apple@locked-portal.com,1
URGENT: Your Account Has Been Suspended,Apple ID Locked. Immediate action required to unlock your account.,paypal-update@notice-mail.com,1
Reset your Netflix password,You are eligible for a tax refund. Submit your banking info now.,taxrefund@gov-support.org,1
LinkedIn: You've got a new connection,"Please note, your class schedule has been updated. Visit the portal to view changes.",team@company.com,0
Class Schedule Update,Welcome aboard! We're excited to have you on our team. Orientation starts Monday.,no-reply@airlines.com,0
Unusual Login Attempt Detected,Congratulations! You've won a $1000 Walmart gift card. Click here to claim.,paypal-update@notice-mail.com,1
Update on your support ticket,We noticed a sign-in to your Google account from a new device.,support@amazon.com,0
You are eligible for a tax refund!,You are eligible for a tax refund. Submit your banking info now.,admin@verification-alert.com,1
Click here to claim your prize,We detected suspicious activity on your bank account. Confirm your details immediately.,netflix@secure-mail.com,1
Reset your Netflix password,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",netflix@secure-mail.com,1
You've won a $1000 gift card,You are eligible for a tax refund. Submit your banking info now.,paypal-update@notice-mail.com,1
Meeting Reminder: Project Sync at 3 PM,You've got a new connection request from David on LinkedIn.,no-reply@airlines.com,0
PayPal: Resolve issue to avoid limitation,Final warning: Failure to respond will result in account deactivation.,noreply@resetpass-secure.com,1
Invoice for your recent purchase,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",service@netflix.com,0
Verify your identity now!,Final warning: Failure to respond will result in account deactivation.,netflix@secure-mail.com,1
Google Account Sign-in Alert,Your flight from New York to London has been confirmed. Check your itinerary.,team@company.com,0
Click here to claim your prize,Your Amazon account will be locked unless you update your billing details.,taxrefund@gov-support.org,1
Your subscription is confirmed,Your support ticket #12458 has been updated. Please review the response.,admin@university.edu,0
PayPal: Resolve issue to avoid limitation,"Your PayPal account has been limited. Act now to restore access.

[Fake Link]",netflix@secure-mail.com,1
You are eligible for a tax refund!,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",taxrefund@gov-support.org,1
Verify your identity now!,Security Alert: We blocked a suspicious login. Click to secure your account.,billing@amazon-check.com,1
LinkedIn: You've got a new connection,We noticed a sign-in to your Google account from a new device.,no-reply@airlines.com,0
Reset your Netflix password,Security Alert: We blocked a suspicious login. Click to secure your account.,security-alert@googl3.com,1
Invoice for your recent purchase,"Please note, your class schedule has been updated. Visit the portal to view changes.",team@company.com,0
You are eligible for a tax refund!,Security Alert: We blocked a suspicious login. Click to secure your account.,noreply@resetpass-secure.com,1
Security Alert: Password Expired,You are eligible for a tax refund. Submit your banking info now.,paypal-update@notice-mail.com,1
Security Alert: Password Expired,Your Amazon account will be locked unless you update your billing details.,taxrefund@gov-support.org,1
Google Account Sign-in Alert,Your flight from New York to London has been confirmed. Check your itinerary.,hr@company.com,0
You are eligible for a tax refund!,Final warning: Failure to respond will result in account deactivation.,noreply@resetpass-secure.com,1
Class Schedule Update,Your support ticket #12458 has been updated. Please review the response.,no-reply@airlines.com,0
Update on your support ticket,Your support ticket #12458 has been updated. Please review the response.,support@amazon.com,0
Security Alert: Password Expired,Apple ID Locked. Immediate action required to unlock your account.,billing@amazon-check.com,1
Verify your identity now!,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",paypal-update@notice-mail.com,1
Welcome to the team!,"Please note, your class schedule has been updated. Visit the portal to view changes.",no-reply@airlines.com,0
Class Schedule Update,We noticed a sign-in to your Google account from a new device.,no-reply@airlines.com,0
Unusual Login Attempt Detected,You are eligible for a tax refund. Submit your banking info now.,taxrefund@gov-support.org,1
Update on your support ticket,Your flight from New York to London has been confirmed. Check your itinerary.,team@company.com,0
Unusual Login Attempt Detected,You are eligible for a tax refund. Submit your banking info now.,paypal-update@notice-mail.com,1
Unusual Login Attempt Detected,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",netflix@secure-mail.com,1
Google Account Sign-in Alert,Your support ticket #12458 has been updated. Please review the response.,updates@linkedin.com,0
Security Alert: Password Expired,Final warning: Failure to respond will result in account deactivation.,taxrefund@gov-support.org,1
Reset your Netflix password,You are eligible for a tax refund. Submit your banking info now.,netflix@secure-mail.com,1
PayPal: Resolve issue to avoid limitation,"Your Netflix subscription has expired. Login to avoid termination.

[Fake Login Page]",security-alert@googl3.com,1
Unusual Login Attempt Detected,"Dear User,

Your account is temporarily locked. Click the link below to verify your identity.

[Fake Link]",netflix@secure-mail.com,1
Welcome to the team!,Your support ticket #12458 has been updated. Please review the response.,hr@company.com,0
Reset your Netflix password,We detected suspicious activity on your bank account. Confirm your details immediately.,security-alert@googl3.com,1
Welcome to the team!,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",hr@company.com,0
Reset your Netflix password,Final warning: Failure to respond will result in account deactivation.,taxrefund@gov-support.org,1
Verify your identity now!,Final warning: Failure to respond will result in account deactivation.,taxrefund@gov-support.org,1
Google Account Sign-in Alert,"Please note, your class schedule has been updated. Visit the portal to view changes.",hr@company.com,0
Google Account Sign-in Alert,Your support ticket #12458 has been updated. Please review the response.,noreply@google.com,0
Click here to claim your prize,We detected suspicious activity on your bank account. Confirm your details immediately.,noreply@resetpass-secure.com,1
Click here to claim your prize,Security Alert: We blocked a suspicious login. Click to secure your account.,billing@amazon-check.com,1
Google Account Sign-in Alert,"Dear Customer,

Thank you for your purchase. Please find the attached invoice.

Regards,
Amazon",team@company.com,0
PayPal: Resolve issue to avoid limitation,Apple ID Locked. Immediate action required to unlock your account.,security-alert@googl3.com,1
PayPal: Resolve issue to avoid limitation,Apple ID Locked. Immediate action required to unlock your account.,admin@verification-alert.com,1
Flight Itinerary Confirmation,"Hi,

Your Netflix subscription is confirmed. Enjoy streaming!

Team Netflix",noreply@google.com,0
